language	language	I-movie.language
movies	movie	O
	
show	show	O
me	me	O
movies	movie	O
in	in	O
french	French	B-movie.language
	
can	can	O
you	you	O
list	list	O
movies	movie	O
in	in	O
french	French	B-movie.language
	
find	find	O
all	all	O
films	film	O
showing	show	O
in	in	O
french	French	B-movie.language
	
show	show	O
me	me	O
a	a	O
list	list	O
of	of	O
all	all	O
the	the	O
movies	movie	O
produced	produce	O
by	by	O
william	William	B-producer.name
packer	packer	I-producer.name
	
information	information	O
about	about	O
movie	movie	O
	
show	show	O
me	me	O
information	information	O
about	about	O
movie	movie	O
	
show	show	O
me	me	O
information	information	O
on	on	O
movie	movie	O
	
tell	tell	O
me	me	O
about	about	O
movie	movie	O
	
please	please	O
show	show	O
me	me	O
all	all	O
of	of	O
the	the	O
films	film	O
that	that	O
involve	involve	O
kevin	kevin	B-actor.name
bacon	bacon	I-actor.name
	
i	i	O
want	want	O
movies	movie	O
about	about	O
9-11	@card@	B-movie.subject
	
what	what	O
other	other	O
movies	movie	O
has	have	O
bill	bill	B-actor.name
paxton	paxton	I-actor.name
starred	star	O
in	in	O
	
find	find	O
some	some	O
suspenseful	suspenseful	B-movie.genre
movies	movie	O
	
a	a	O
movie	movie	O
based	base	O
on	on	O
time	time	B-movie.subject
travel	travel	I-movie.subject
	
find	find	O
time	time	B-movie.subject
travel	travel	I-movie.subject
movies	movie	O
	
give	give	O
me	me	O
a	a	O
list	list	O
of	of	O
time	time	B-movie.subject
travel	travel	I-movie.subject
movies	movie	O
	
movies	movie	O
about	about	O
time	time	B-movie.subject
travel	travel	I-movie.subject
	
show	show	O
me	me	O
movies	movie	O
about	about	O
time	time	B-movie.subject
travel	travel	I-movie.subject
	
show	show	O
me	me	O
movies	movie	O
with	with	O
time	time	B-movie.subject
travel	travel	I-movie.subject
themes	theme	O
	
show	show	O
me	me	O
time	time	B-movie.subject
travel	travel	I-movie.subject
movies	movie	O
	
show	show	O
videos	video	O
about	about	O
time	time	B-movie.subject
travel	travel	I-movie.subject
	
time	time	B-movie.subject
travel	travel	I-movie.subject
movies	movie	O
	
what	what	O
are	be	O
movies	movie	O
whose	whose	O
topic	topic	O
involves	involve	O
time	time	B-movie.subject
travel	travel	I-movie.subject
	
movies	movie	O
about	about	O
time	time	B-movie.subject
travel	travel	I-movie.subject
	
movies	movie	O
about	about	O
time	time	B-movie.subject
travel	travel	I-movie.subject
	
show	show	O
me	me	O
movies	movie	O
about	about	O
time	time	B-movie.subject
travel	travel	I-movie.subject
	
show	show	O
me	me	O
movies	movie	O
about	about	O
time	time	B-movie.subject
travel	travel	I-movie.subject
	
show	show	O
me	me	O
some	some	O
movies	movie	O
that	that	O
are	be	O
related	relate	O
to	to	O
time	time	B-movie.subject
travel	travel	I-movie.subject
	
what	what	O
are	be	O
some	some	O
movies	movie	O
that	that	O
involve	involve	O
time	time	B-movie.subject
travel	travel	I-movie.subject
	
what	what	O
movies	movie	O
discuss	discuss	O
time	time	B-movie.subject
travel	travel	I-movie.subject
	
quentin	quentin	B-director.name
tarrantino	tarrantino	I-director.name
movies	movie	O
	
what	what	O
movies	movie	O
did	do	O
quentin	quentin	B-director.name
terrantino	terrantino	I-director.name
direct	direct	O
	
list	list	O
the	the	O
movies	movie	O
anna	anna	B-actor.name
paquin	paquin	I-actor.name
has	have	O
starred	star	O
in	in	O
	
movies	movie	O
from	from	O
england	england	B-country.name
	
movies	movie	O
from	from	O
england	england	B-country.name
	
movies	movie	O
from	from	O
england	england	B-country.name
please	please	O
	
show	show	O
me	me	O
england	england	B-country.name
movies	movie	O
	
show	show	O
me	me	O
movies	movie	O
from	from	O
england	england	B-country.name
	
show	show	O
me	me	O
movies	movie	O
made	make	O
in	in	O
england	england	B-country.name
	
find	find	O
movies	movie	O
directed	direct	O
by	by	O
chris	chris	B-director.name
columbus	Columbus	I-director.name
	
what	what	O
other	other	O
movies	movie	O
has	have	O
richard	richard	B-director.name
lester	lester	I-director.name
directed	direct	O
	
search	search	O
for	for	O
movies	movie	O
by	by	O
language	language	O
	
mandarin	mandarin	B-movie.language
movie	movie	O
please	please	O
	
please	please	O
find	find	O
a	a	O
movie	movie	O
in	in	O
mandarin	mandarin	B-movie.language
	
movie	movie	O
made	make	O
in	in	O
mandarin	mandarin	B-movie.language
	
which	which	O
movies	movie	O
are	be	O
originally	originally	O
in	in	O
a	a	B-movie.language
foreign	foreign	I-movie.language
language	language	I-movie.language
	
find	find	O
me	me	O
tamil	Tamil	B-movie.language
movies	movie	O
	
show	show	O
me	me	O
the	the	O
latest	late	O
movies	movie	O
in	in	O
tamil	Tamil	B-movie.language
	
find	find	O
hindi	Hindi	B-movie.language
movies	movie	O
	
find	find	O
movies	movie	O
in	in	O
hindi	hindi	B-movie.language
	
list	list	O
the	the	O
hindi	Hindi	B-movie.language
movies	movie	O
	
what	what	O
is	be	O
hindi	Hindi	B-movie.language
	
i	i	O
would	would	O
like	like	O
to	to	O
get	get	O
a	a	O
list	list	O
of	of	O
movie	movie	O
names	name	O
in	in	O
hindi	Hindi	B-movie.language
language	language	I-movie.language
	
what	what	O
films	film	O
are	be	O
not	not	B-movie.language
spoken	speak	I-movie.language
in	in	I-movie.language
english	English	I-movie.language
	
what	what	O
movies	movie	O
are	be	O
spoken	speak	B-movie.language
in	in	I-movie.language
another	another	I-movie.language
language	language	I-movie.language
	
i	i	O
want	want	O
to	to	O
watch	watch	O
a	a	O
romance	romance	B-movie.genre
made	make	O
in	in	O
india	india	B-country.name
	
i	i	O
need	need	O
to	to	O
get	get	O
a	a	O
list	list	O
of	of	O
some	some	O
romantic	romantic	B-movie.genre
indian	Indian	B-movie.language
movies	movie	O
	
find	find	O
movies	movie	O
from	from	O
india	india	B-country.name
	
look	look	O
up	up	O
movies	movie	O
from	from	O
india	india	B-country.name
	
see	see	O
movies	movie	O
from	from	O
india	india	B-country.name
	
find	find	O
indian	Indian	B-movie.language
movies	movie	O
	
give	give	O
me	me	O
a	a	O
list	list	O
of	of	O
some	some	O
indian	Indian	B-movie.language
movies	movie	O
	
brian	Brian	B-director.name
de	de	I-director.name
palma	Palma	I-director.name
movies	movie	O
	
complete	complete	O
list	list	O
of	of	O
movies	movie	O
made	make	O
by	by	O
searchlight	searchlight	B-producer.name
films	film	I-producer.name
	
list	list	O
movies	movie	O
by	by	O
searchlight	searchlight	B-producer.name
films	film	I-producer.name
	
list	list	O
of	of	O
movies	movie	O
produced	produce	O
by	by	O
searchlight	searchlight	B-producer.name
films	film	I-producer.name
	
what	what	O
are	be	O
some	some	O
movies	movie	O
made	make	O
by	by	O
searchlight	searchlight	B-producer.name
films	film	I-producer.name
	
movies	movie	O
about	about	O
bank	bank	B-movie.subject
robberies	robbery	I-movie.subject
	
show	show	O
me	me	O
sarah	sarah	B-actor.name
polley	polley	I-actor.name
movies	movie	O
	
show	show	O
me	me	O
french	French	B-movie.language
r	r	B-rating.name
rated	rate	O
dramas	dramas	O
	
list	list	O
french	French	B-movie.language
language	language	I-movie.language
comedy	comedy	B-movie.genre
films	film	O
	
show	show	O
french	French	B-movie.language
comedy	comedy	B-movie.genre
films	film	O
	
what	what	O
are	be	O
some	some	O
movies	movie	O
that	that	O
were	be	O
produced	produce	O
in	in	O
europe	europe	B-country.name
	
films	film	O
produced	produce	O
by	by	O
laurie	laurie	B-producer.name
macdonald	macdonald	I-producer.name
	
find	find	O
me	me	O
dreamworks	dreamworks	B-producer.name
films	film	O
	
movie	movie	O
by	by	O
dreamworks	dreamworks	B-producer.name
	
movie	movie	O
made	make	O
by	by	O
dreamworks	dreamworks	B-producer.name
	
what	what	O
movies	movie	O
are	be	O
made	make	O
by	by	O
dreamworks	dreamworks	B-producer.name
	
i	i	O
'm	be	O
looking	look	O
for	for	O
the	the	O
cost	cost	O
of	of	O
some	some	O
movies	movie	O
	
what	what	O
movies	movie	O
did	do	O
kevin	kevin	B-director.name
costner	costner	I-director.name
direct	direct	O
	
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
movie	movie	O
	
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
movie	movie	O
short	short	O
cuts	cut	O
	
show	show	O
me	me	O
the	the	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
movie	movie	O
	
will	will	O
you	you	O
please	please	O
show	show	O
me	me	O
info	info	O
on	on	O
the	the	O
movie	movie	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
find	find	O
the	the	O
movie	movie	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
get	get	O
me	me	O
info	info	O
for	for	O
the	the	O
movie	movie	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
i	i	O
need	need	O
to	to	O
get	get	O
every	every	O
possible	possible	O
information	information	O
related	relate	O
with	with	O
the	the	O
movie	movie	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
i	i	O
want	want	O
to	to	O
see	see	O
infomation	infomation	O
on	on	O
the	the	O
movie	movie	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
i	i	O
would	would	O
like	like	O
to	to	O
get	get	O
all	all	O
the	the	O
information	information	O
about	about	O
the	the	O
movie	movie	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
please	please	O
show	show	O
me	me	O
info	info	O
on	on	O
the	the	O
movie	movie	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
show	show	O
me	me	O
all	all	O
the	the	O
information	information	O
about	about	O
the	the	O
movie	movie	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
like	like	O
story	story	O
reviews	review	O
cast	cast	O
etc	etc	O
	
show	show	O
me	me	O
info	info	O
on	on	O
the	the	O
movie	movie	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
please	please	O
	
show	show	O
me	me	O
information	information	O
for	for	O
the	the	O
movie	movie	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
show	show	O
me	me	O
more	more	O
details	detail	O
for	for	O
the	the	O
movie	movie	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
can	can	O
you	you	O
please	please	O
show	show	O
me	me	O
info	info	O
on	on	O
the	the	O
movie	movie	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
can	can	O
you	you	O
tell	tell	O
me	me	O
about	about	O
the	the	O
movie	movie	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
in	in	O
detail	detail	O
	
what	what	O
films	film	O
has	have	O
robert	robert	B-director.name
redford	redford	I-director.name
directed	direct	O
	
i	i	O
want	want	O
to	to	O
see	see	O
a	a	O
robert	Robert	B-producer.name
redford	Redford	I-producer.name
produced	produce	O
movie	movie	O
	
i	i	O
would	would	O
like	like	O
to	to	O
see	see	O
something	something	O
produced	produce	O
by	by	O
robert	Robert	B-producer.name
redford	Redford	I-producer.name
	
bette	bette	B-actor.name
midler	midler	I-actor.name
movies	movie	O
	
bette	bette	B-actor.name
midler	midler	I-actor.name
movies	movie	O
please	please	O
	
show	show	O
bette	bette	B-actor.name
midler	midler	I-actor.name
movies	movie	O
	
show	show	O
me	me	O
cameron	cameron	B-actor.name
diaz	diaz	I-actor.name
movies	movie	O
	
show	show	O
me	me	O
movies	movie	O
with	with	O
jennifer	jennifer	B-actor.name
aniston	aniston	I-actor.name
	
russell	Russell	B-actor.name
crowe	Crowe	I-actor.name
movies	movie	O
	
about	about	O
life	life	B-movie.name
is	be	I-movie.name
beautiful	beautiful	I-movie.name
	
details	detail	O
about	about	O
life	life	B-movie.name
is	be	I-movie.name
beautiful	beautiful	I-movie.name
please	please	O
	
find	find	O
synopsis	synopsis	O
for	for	O
life	life	B-movie.name
is	be	I-movie.name
beautiful	beautiful	I-movie.name
	
i	i	O
need	need	O
page	page	O
on	on	O
life	life	B-movie.name
is	be	I-movie.name
beautiful	beautiful	I-movie.name
	
i	i	O
want	want	O
information	information	O
about	about	O
life	life	B-movie.name
is	be	I-movie.name
beautiful	beautiful	I-movie.name
	
i	i	O
want	want	O
to	to	O
know	know	O
about	about	O
life	life	B-movie.name
is	be	I-movie.name
beautiful	beautiful	I-movie.name
	
i	i	O
would	would	O
like	like	O
to	to	O
view	view	O
info	info	O
on	on	O
life	life	B-movie.name
is	be	I-movie.name
beautiful	beautiful	I-movie.name
	
life	life	B-movie.name
is	be	I-movie.name
beautiful	beautiful	I-movie.name
	
run	run	O
a	a	O
search	search	O
for	for	O
life	life	B-movie.name
is	be	I-movie.name
beautiful	beautiful	I-movie.name
	
show	show	O
me	me	O
life	life	B-movie.name
is	be	I-movie.name
beautiful	beautiful	I-movie.name
information	information	O
	
what	what	O
's	be	O
the	the	O
synopsis	synopsis	O
of	of	O
life	life	B-movie.name
is	be	I-movie.name
beatiful	beatiful	O
	
footloose	footloose	B-movie.name
	
show	show	O
jason	jason	B-actor.name
statham	statham	I-actor.name
movies	movie	O
	
list	list	O
statham	statham	B-actor.name
's	's	O
movies	movie	O
	
find	find	O
movies	movie	O
from	from	O
new	new	B-country.name
zealand	zealand	I-country.name
	
show	show	O
me	me	O
the	the	O
movies	movie	O
acted	act	O
by	by	O
bala	bala	B-actor.name
krishna	krishna	I-actor.name
	
korean	Korean	B-movie.language
language	language	I-movie.language
movie	movie	O
	
show	show	O
me	me	O
korean	Korean	B-movie.language
language	language	I-movie.language
movie	movie	O
	
can	can	O
you	you	O
find	find	O
the	the	O
movies	movie	O
with	with	O
korean	Korean	B-movie.language
language	language	I-movie.language
	
show	show	O
me	me	O
movies	movie	O
that	that	O
are	be	O
in	in	O
korean	Korean	B-movie.language
	
portugese	portugese	B-movie.language
movies	movie	O
	
current	current	O
movie	movie	O
options	option	O
for	for	O
today	today	O
with	with	O
patrick	patrick	B-actor.name
swayze	swayze	I-actor.name
	
display	display	O
all	all	O
results	result	O
for	for	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
find	find	O
information	information	O
on	on	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
search	search	O
for	for	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
search	search	O
for	for	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
how	how	O
can	can	O
i	i	O
view	view	O
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
	
dirty	dirty	B-movie.name
dancing	dancing	I-movie.name
facts	fact	O
	
did	do	O
alfred	alfred	B-director.name
hitchcock	hitchcock	I-director.name
direct	direct	O
a	a	O
comedy	comedy	B-movie.genre
	
martin	martin	B-director.name
lawrence	lawrence	I-director.name
directed	direct	O
what	what	O
movie	movie	O
	
find	find	O
movies	movie	O
from	from	O
japan	japan	B-country.name
	
show	show	O
me	me	O
movies	movie	O
from	from	O
japan	japan	B-country.name
	
show	show	O
me	me	O
movies	movie	O
from	from	O
japan	japan	B-country.name
	
what	what	O
are	be	O
some	some	O
movies	movie	O
made	make	O
in	in	O
japan	japan	B-country.name
	
what	what	O
movies	movie	O
came	come	O
from	from	O
japan	japan	B-country.name
	
which	which	O
movies	movie	O
were	be	O
made	make	O
in	in	O
japan	japan	B-country.name
	
i	i	O
want	want	O
to	to	O
find	find	O
a	a	O
list	list	O
of	of	O
movies	movie	O
made	make	O
in	in	O
japan	japan	B-country.name
	
do	do	O
you	you	O
have	have	O
any	any	O
movies	movie	O
made	make	O
in	in	O
japan	japan	B-country.name
	
find	find	O
japanese	Japanese	B-country.name
movies	movie	O
	
find	find	O
japanese	Japanese	B-country.name
movies	movie	O
	
give	give	O
me	me	O
some	some	O
names	name	O
of	of	O
japanese	Japanese	B-country.name
movies	movie	O
	
i	i	O
want	want	O
japanese	Japanese	B-country.name
movies	movie	O
	
i	i	O
want	want	O
to	to	O
see	see	O
japanese	Japanese	B-country.name
movies	movie	O
	
i	i	O
would	would	O
like	like	O
to	to	O
know	know	O
names	name	O
of	of	O
some	some	O
of	of	O
the	the	O
japanese	Japanese	B-country.name
movies	movie	O
	
japanese	Japanese	B-country.name
movies	movie	O
	
show	show	O
me	me	O
a	a	O
list	list	O
of	of	O
some	some	O
japanese	Japanese	B-country.name
movies	movie	O
	
show	show	O
me	me	O
japanese	Japanese	B-country.name
movies	movie	O
	
sort	sort	O
in	in	O
all	all	O
japanese	Japanese	B-country.name
movies	movie	O
	
do	do	O
you	you	O
have	have	O
a	a	O
list	list	O
of	of	O
japanese	Japanese	B-country.name
movies	movie	O
	
i	i	O
want	want	O
to	to	O
see	see	O
a	a	O
film	film	O
in	in	O
japanese	Japanese	B-movie.language
	
show	show	O
me	me	O
movies	movie	O
in	in	O
japanese	Japanese	B-movie.language
	
films	film	O
with	with	O
japaneese	japaneese	B-movie.language
	
what	what	O
movies	movie	O
have	have	O
people	people	O
speaking	speak	O
japanese	Japanese	B-movie.language
in	in	O
them	them	O
	
what	what	O
are	be	O
some	some	O
japanese	Japanese	B-movie.language
movies	movie	O
	
find	find	O
movies	movie	O
in	in	O
british	British	B-movie.language
english	English	I-movie.language
	
find	find	O
movies	movie	O
from	from	O
miramax	miramax	B-producer.name
	
see	see	O
miramax	miramax	B-producer.name
movies	movie	O
	
watch	watch	O
miramax	miramax	B-producer.name
	
find	find	O
movies	movie	O
with	with	O
sandra	sandra	B-actor.name
bullock	bullock	I-actor.name
	
find	find	O
sandra	sandra	B-actor.name
bullock	bullock	I-actor.name
movies	movie	O
	
movies	movie	O
with	with	O
sandra	sandra	B-actor.name
bullock	bullock	I-actor.name
	
movies	movie	O
with	with	O
vampires	vampire	B-movie.subject
	
what	what	O
movies	movie	O
about	about	O
vampires	vampire	B-movie.subject
are	be	O
there	there	O
	
movies	movie	O
will	will	B-actor.name
smith	smith	I-actor.name
stars	star	O
in	in	O
	
show	show	O
me	me	O
will	will	B-actor.name
smith	smith	I-actor.name
movies	movie	O
	
what	what	O
experience	experience	O
does	do	O
darla	darla	B-producer.name
anderson	anderson	I-producer.name
have	have	O
as	as	O
a	a	O
producer	producer	O
	
look	look	O
for	for	O
movies	movie	O
directed	direct	O
by	by	O
tyler	tyler	B-director.name
perry	perry	I-director.name
	
which	which	O
movies	movie	O
are	be	O
directed	direct	O
by	by	O
tyler	tyler	B-director.name
perry	perry	I-director.name
	
give	give	O
me	me	O
movies	movie	O
directed	direct	O
by	by	O
tyler	tyler	B-director.name
perry	perry	I-director.name
	
search	search	O
for	for	O
movies	movie	O
directed	direct	O
by	by	O
tyler	tyler	B-director.name
perry	perry	I-director.name
	
what	what	O
films	film	O
has	have	O
selena	selena	B-actor.name
gomez	gomez	I-actor.name
been	be	O
in	in	O
	
find	find	O
a	a	O
movie	movie	O
with	with	O
mel	mel	B-actor.name
gibson	gibson	I-actor.name
	
only	only	O
mel	mel	B-actor.name
gibson	gibson	I-actor.name
movies	movie	O
	
find	find	O
movies	movie	O
produced	produce	O
by	by	O
paramount	paramount	B-producer.name
pictures	picture	I-producer.name
	
i	i	O
want	want	O
to	to	O
see	see	O
paramount	paramount	B-producer.name
movies	movie	O
	
i	i	O
would	would	O
like	like	O
a	a	O
list	list	O
of	of	O
paramount	paramount	B-producer.name
movies	movie	O
	
list	list	O
some	some	O
paramount	paramount	B-producer.name
produced	produce	O
films	film	O
	
show	show	O
all	all	O
movies	movie	O
by	by	O
paramount	paramount	B-producer.name
	
show	show	O
me	me	O
all	all	O
the	the	O
movies	movie	O
made	make	O
by	by	O
paramount	paramount	B-producer.name
	
show	show	O
only	only	O
paramount	paramount	B-producer.name
movies	movie	O
	
is	be	O
there	there	O
a	a	O
list	list	O
of	of	O
movies	movie	O
about	about	O
chess	chess	B-movie.subject
	
movies	movie	O
about	about	O
chess	chess	B-movie.subject
	
movies	movie	O
regarding	regard	O
the	the	B-movie.subject
hobby	hobby	I-movie.subject
of	of	I-movie.subject
chess	chess	I-movie.subject
	
list	list	O
some	some	O
of	of	O
the	the	O
best	good	O
world	world	B-movie.subject
war	war	I-movie.subject
2	2	I-movie.subject
films	film	O
	
find	find	O
movies	movie	O
about	about	O
dogs	dog	I-movie.subject
	
find	find	O
movies	movie	O
with	with	O
a	a	O
nc	nc	B-rating.name
17	@card@	I-rating.name
only	only	O
	
find	find	O
me	me	O
nc-17	nc-17	B-rating.name
movies	movie	O
	
show	show	O
me	me	O
nc	nc	B-rating.name
seventeen	seventeen	I-rating.name
movies	movie	O
	
play	play	O
movies	movie	O
from	from	O
turkey	turkey	B-country.name
	
what	what	O
movies	movie	O
have	have	O
come	come	O
out	out	O
of	of	O
turkey	turkey	B-country.name
	
can	can	O
i	i	O
have	have	O
a	a	O
list	list	O
of	of	O
bruce	bruce	B-producer.name
lee	lee	I-producer.name
produced	produce	O
movies	movie	O
	
can	can	O
you	you	O
give	give	O
me	me	O
a	a	O
list	list	O
of	of	O
movies	movie	O
produced	produce	O
by	by	O
bruce	bruce	B-producer.name
lee	lee	I-producer.name
	
show	show	O
me	me	O
movies	movie	O
produced	produce	O
by	by	O
bruce	bruce	B-producer.name
lee	lee	I-producer.name
	
i	i	O
want	want	O
to	to	O
see	see	O
movies	movie	O
directed	direct	O
by	by	O
michael	Michael	B-director.name
bay	bay	I-director.name
	
what	what	O
movies	movie	O
did	do	O
michael	michael	B-director.name
bay	bay	I-director.name
direct	direct	O
	
ed	edited	B-actor.name
harris	harris	I-actor.name
films	film	O
	
show	show	O
me	me	O
all	all	O
movies	movie	O
that	that	O
star	star	O
ed	editor	B-actor.name
harris	harris	I-actor.name
	
more	more	O
stuff	stuff	O
about	about	O
the	the	O
movie	movie	O
go	go	B-movie.name
	
is	be	O
parenthood	parenthood	B-movie.name
a	a	O
comedy	comedy	B-movie.genre
	
find	find	O
movies	movie	O
produced	produce	O
by	by	O
mel	mel	B-producer.name
gibson	gibson	I-producer.name
	
what	what	O
movies	movie	O
has	have	O
jerry	jerry	B-producer.name
bruckheimer	bruckheimer	I-producer.name
produced	produce	O
	
i	i	O
want	want	O
to	to	O
see	see	O
chinese	Chinese	B-country.name
movies	movie	O
	
show	show	O
me	me	O
chinese	Chinese	B-country.name
movies	movie	O
	
show	show	O
me	me	O
dramas	dramas	O
from	from	O
china	china	B-country.name
	
i	i	O
want	want	O
to	to	O
watch	watch	O
a	a	O
drama	drama	B-movie.genre
made	make	O
in	in	O
china	china	B-country.name
	
give	give	O
me	me	O
the	the	O
best	good	O
baseball	baseball	B-movie.subject
movies	movie	O
	
list	list	O
movies	movie	O
filmed	film	O
in	in	O
ireland	ireland	B-movie.location
	
list	list	O
all	all	O
the	the	O
movies	movie	O
john	john	B-actor.name
travolta	travolta	I-actor.name
has	have	O
done	do	O
	
columbia	columbia	B-producer.name
production	production	O
company	company	O
movies	movie	O
	
find	find	O
me	me	O
20	@card@	B-producer.name
th	th	I-producer.name
century	century	I-producer.name
fox	fox	I-producer.name
films	film	O
	
list	list	O
of	of	O
20	@card@	B-producer.name
th	th	I-producer.name
century	century	I-producer.name
fox	fox	I-producer.name
films	film	O
	
watch	watch	O
century	century	B-producer.name
fox	fox	I-producer.name
movies	movie	O
	
films	film	O
produced	produce	O
by	by	O
twentieth	twentieth	B-producer.name
century	century	I-producer.name
fox	fox	I-producer.name
	
find	find	O
movies	movie	O
by	by	O
twentieth	twentieth	B-producer.name
century	century	I-producer.name
fox	fox	I-producer.name
	
find	find	O
twentieth	twentieth	B-producer.name
century	century	I-producer.name
fox	fox	I-producer.name
movies	movie	O
	
search	search	O
twentieth	twentieth	B-producer.name
century	century	I-producer.name
fox	fox	I-producer.name
	
show	show	O
me	me	O
movies	movie	O
by	by	O
twentieth	twentieth	B-producer.name
century	century	I-producer.name
fox	fox	I-producer.name
	
show	show	O
me	me	O
elvis	elvis	B-actor.name
movies	movie	O
	
do	do	O
you	you	O
have	have	O
any	any	O
pg	pg	B-rating.name
thirteen	thirteen	I-rating.name
rated	rate	O
movies	movie	O
	
show	show	O
me	me	O
pg	pg	B-rating.name
thirteen	thirteen	I-rating.name
movies	movie	O
	
what	what	O
movies	movie	O
are	be	O
rated	rate	O
pg	pg	B-rating.name
thirteen	thirteen	I-rating.name
	
find	find	O
pg	pg	B-rating.name
thirteen	thirteen	I-rating.name
movies	movie	O
	
show	show	O
me	me	O
movies	movie	O
that	that	O
are	be	O
rated	rate	O
pg	pg	B-rating.name
thirteen	thirteen	I-rating.name
	
list	list	O
all	all	O
movies	movie	O
rated	rate	O
pg-13	pg-13	B-rating.name
	
find	find	O
movies	movie	O
with	with	O
pg-13	pg-13	B-rating.name
only	only	O
	
i	i	O
need	need	O
to	to	O
know	know	O
names	name	O
of	of	O
some	some	O
movies	movie	O
which	which	O
have	have	O
a	a	O
rating	rating	O
of	of	O
pg-13	pg-13	B-rating.name
	
i	i	O
want	want	O
to	to	O
find	find	O
pg-13	pg-13	B-rating.name
rated	rate	O
movies	movie	O
	
pg-13	pg-13	B-rating.name
movies	movie	O
	
which	which	O
movies	movie	O
are	be	O
rated	rate	O
pg-13	pg-13	B-rating.name
	
find	find	O
a	a	O
pg-13	pg-13	B-rating.name
movie	movie	O
	
find	find	O
me	me	O
pg-13	pg-13	B-rating.name
movies	movie	O
	
find	find	O
movies	movie	O
that	that	O
are	be	O
rated	rate	O
pg-13	pg-13	B-rating.name
	
give	give	O
me	me	O
a	a	O
list	list	O
of	of	O
some	some	O
movies	movie	O
that	that	O
have	have	O
pg-13	pg-13	B-rating.name
rating	rating	O
	
i	i	O
want	want	O
to	to	O
see	see	O
a	a	O
list	list	O
of	of	O
g	g	B-rating.name
rated	rate	O
movies	movie	O
	
list	list	O
g	g	B-rating.name
	
what	what	O
is	be	O
a	a	O
list	list	O
of	of	O
g	g	B-rating.name
movies	movie	O
	
are	be	O
there	there	O
any	any	O
g	g	B-rating.name
movies	movie	O
out	out	O
there	there	O
right	right	O
now	now	O
	
find	find	O
me	me	O
movies	movie	O
rated	rate	O
g	g	B-rating.name
	
find	find	O
movies	movie	O
only	only	O
g	g	B-rating.name
	
get	get	O
me	me	O
only	only	O
g-rated	g-rated	B-rating.name
movies	movie	O
	
i	i	O
want	want	O
a	a	O
list	list	O
of	of	O
movies	movie	O
rated	rate	O
g	g	B-rating.name
	
i	i	O
want	want	O
to	to	O
see	see	O
g-rated	g-rated	O
films	film	O
now	now	O
	
i	i	O
want	want	O
to	to	O
take	take	O
my	my	O
kids	kid	O
to	to	O
a	a	O
g	g	B-rating.name
movie	movie	O
	
list	list	O
of	of	O
g	g	B-rating.name
movies	movie	O
	
list	list	O
rating	rating	O
g	g	B-rating.name
	
listing	list	O
of	of	O
g	g	B-rating.name
movies	movie	O
	
look	look	O
for	for	O
movies	movie	O
rated	rate	O
g	g	B-rating.name
	
look	look	O
up	up	O
movies	movie	O
with	with	O
a	a	O
g	g	B-rating.name
rating	rating	O
	
play	play	O
list	list	O
g	g	B-rating.name
	
please	please	O
select	select	O
the	the	O
option	option	O
to	to	O
search	search	O
for	for	O
g	g	B-rating.name
rated	rate	O
movies	movie	O
	
rating	rating	O
g	g	B-rating.name
	
search	search	O
for	for	O
movies	movie	O
rated	rate	O
g	g	B-rating.name
	
show	show	O
me	me	O
g	g	B-rating.name
rated	rate	O
movies	movie	O
	
show	show	O
only	only	O
g	g	B-rating.name
rated	rate	O
movies	movie	O
	
what	what	O
available	available	O
movies	movie	O
are	be	O
rated	rate	O
g	g	B-rating.name
	
what	what	O
movies	movie	O
are	be	O
currently	currently	O
playing	play	O
that	that	O
are	be	O
rated	rate	O
g	g	B-rating.name
	
find	find	O
me	me	O
movies	movie	O
rated	rate	O
g	g	B-rating.name
	
find	find	O
movies	movie	O
that	that	O
are	be	O
rated	rate	O
g	g	B-rating.name
	
find	find	O
movies	movie	O
with	with	O
g	g	B-rating.name
rating	rating	O
	
g	g	B-rating.name
movies	movie	O
	
it	it	O
is	be	O
hard	hard	O
to	to	O
find	find	O
a	a	O
movie	movie	O
that	that	O
is	be	O
rated	rate	O
g	g	B-rating.name
